body_shape,skin_tone,age_group,gender,height,weight,occasion,clothing_item,fabric,color,pattern
hourglass,fair,teenagers,female,short,normal,casual,casual blouse,viscose,green and white,floral
hourglass,medium,young,female,short,normal,sport,t-shirt,cotton,black,none
hourglass,olive,adults,female,short,normal,sport,jeans,cotton,black,none
hourglass,tan,teenagers,female,short,normal,sport,short jeans,cotton,brown,none
inverted triangle,fair,young,female,short,normal,sport,sports bra,viscose,black,none
inverted triangle,medium,adults,female,short,normal,sport,leggings,cotton,brown,none
inverted triangle,olive,teenagers,female,short,normal,party,short dress(short sleeve),viscose,sliver,none
inverted triangle,tan,young,female,short,normal,party,short dress(long sleeve),cotton,green,none
rectangle,fair,adults,female,short,normal,party,long dress(short sleeve),silk,blue,none
rectangle,medium,teenagers,female,short,normal,party,long dress(long sleeve),silk,red,none
rectangle,olive,young,female,short,normal,party,skinny top,viscose,yellow,none
rectangle,tan,adults,female,short,normal,party,short skirt,viscose,green,none
triangle,fair,teenagers,female,short,normal,party,t-shirt,viscose,gold,none
triangle,medium,young,female,short,normal,party,pants,viscose,black,none
triangle,olive,adults,female,short,normal,party,button-down blouse(short sleeve),viscose,gold,floral
triangle,tan,teenagers,female,short,normal,party,button-down blouse(long sleeve),cotton,sliver,none
apple,fair,young,female,short,normal,party,button-up blouse(short sleeve),silk,red and white,dot/polka dot
apple,medium,adults,female,short,normal,party,button-up blouse(long sleeve),viscose,blue,floral
apple,olive,teenagers,female,short,normal,party,saree(short sleeve saree blouse),cotton,gold,none
apple,tan,young,female,short,normal,party,saree(long sleeve saree blouse),silk,sliver,batik
hourglass,fair,adults,female,short,normal,party,jumpsuit(long sleeve),viscose,green,none
inverted triangle,fair,teenagers,female,short,normal,party,jumpsuit(short sleeve),cotton,blue,none
rectangle,fair,young,female,short,normal,party,jumpsuit(long sleeve),viscose,red,none
triangle,fair,adults,female,short,normal,party,jumpsuit(short sleeve),cotton,yellow,none
apple,fair,teenagers,female,short,normal,party,jumpsuit(long sleeve),viscose,green,none
hourglass,medium,young,female,short,normal,party,jumpsuit(short sleeve),cotton,blue,none
inverted triangle,medium,adults,female,short,normal,party,jumpsuit(long sleeve),viscose,red ,none
rectangle,medium,teenagers,female,short,normal,party,jumpsuit(short sleeve),cotton,yellow,none
triangle,medium,young,female,short,normal,formal,blazer,linens,black,none
apple,medium,adults,female,short,normal,formal,trousers,linens,brown,none
hourglass,olive,teenagers,female,short,normal,formal,short skirt,linens,white,none
inverted triangle,olive,young,female,short,normal,formal,long skirt,linens,green,none
rectangle,olive,adults,female,short,normal,formal,button-up blouse(long sleeve),linens,blue,none
triangle,olive,teenagers,female,short,normal,formal,button-up blouse(short sleeve),linens,red,none
apple,olive,young,female,short,normal,formal,button-down blouse(long sleeve),linens,yellow,none
hourglass,tan,adults,female,short,normal,formal,button-down blouse(short sleeve),linens,green,none
inverted triangle,tan,teenagers,female,short,normal,formal,short dress(short sleeve),silk,black,none
rectangle,tan,young,female,short,normal,formal,short dress(long sleeve),silk,brown,none
triangle,tan,adults,female,short,normal,formal,long dress(short sleeve),silk,white,none
apple,tan,teenagers,female,short,normal,formal,long dress(long sleeve),silk,green,none
hourglass,fair,young,female,normal,normal,formal,saree,silk,blue,none
hourglass,medium,adults,female,normal,normal,formal,saree,cotton,red and white,batik
hourglass,olive,teenagers,female,normal,normal,formal,saree,polyester,yellow and white,batik
hourglass,tan,young,female,normal,normal,formal,saree,silk,green and blue,floral
inverted triangle,fair,adults,female,normal,normal,formal,short dress(short sleeve),viscose,black and red,floral
inverted triangle,medium,teenagers,female,normal,normal,formal,short dress(long sleeve),viscose,brown and brown,dot/polka dot
inverted triangle,olive,young,female,normal,normal,formal,long dress(short sleeve),viscose,white and green,paisley
inverted triangle,tan,adults,female,normal,normal,formal,long dress(long sleeve),viscose,green and yellow,floral
rectangle,fair,teenagers,female,normal,normal,formal,short dress(short sleeve),silk,blue and yellow,dot/polka dot
rectangle,medium,young,female,normal,normal,formal,short dress(long sleeve),silk,red,paisley
rectangle,olive,adults,female,normal,normal,formal,long dress(short sleeve),silk,yellow and white,floral
rectangle,tan,teenagers,female,normal,normal,formal,long dress(long sleeve),silk,green and brown,dot/polka dot
triangle,fair,young,female,normal,normal,casual,jeans,denim,black,none
triangle,medium,adults,female,normal,normal,casual,t-shirt,viscose,brown,none
triangle,olive,teenagers,female,normal,normal,casual,skinny top,cotton,white and green,floral
triangle,tan,young,female,normal,normal,casual,casual blouse,silk,green,floral
apple,fair,adults,female,normal,normal,casual,short trouser,viscose,blue,none
apple,medium,teenagers,female,normal,normal,casual,short skirt,viscose,red and white,floral
apple,olive,young,female,normal,normal,casual,short dress(short sleeve),viscose,yellow and red,floral
apple,tan,adults,female,normal,normal,casual,short dress(long sleeve),cotton,green and brown,dot/polka dot
hourglass,fair,teenagers,female,normal,normal,casual,long dress(short sleeve),silk,black and yellow,floral
inverted triangle,fair,young,female,normal,normal,casual,long dress(long sleeve),silk,brown and green,dot/polka dot
rectangle,fair,adults,female,normal,normal,casual,jeans,viscose,white,none
triangle,fair,teenagers,female,normal,normal,casual,t-shirt,cotton,green,none
apple,fair,young,female,normal,normal,casual,skinny top,viscose,blue,none
hourglass,medium,adults,female,normal,normal,casual,casual blouse,viscose,red and white,dot/polka dot
inverted triangle,medium,teenagers,female,normal,normal,casual,casual blouse,cotton,yellow and brown,paisley
rectangle,medium,young,female,normal,normal,casual,casual blouse,viscose,green and white,floral
triangle,medium,adults,female,normal,normal,sport,t-shirt,cotton,black,none
apple,medium,teenagers,female,normal,normal,sport,jeans,cotton,black,none
hourglass,olive,young,female,normal,normal,sport,short jeans,cotton,brown,none
inverted triangle,olive,adults,female,normal,normal,sport,sports bra,viscose,black,none
rectangle,olive,teenagers,female,normal,normal,sport,leggings,cotton,brown,none
triangle,olive,young,female,normal,normal,party,short dress(short sleeve),viscose,sliver,none
apple,olive,adults,female,normal,normal,party,short dress(long sleeve),cotton,green,none
hourglass,tan,teenagers,female,normal,normal,party,long dress(short sleeve),silk,blue,none
inverted triangle,tan,young,female,normal,normal,party,long dress(long sleeve),silk,red,none
rectangle,tan,adults,female,normal,normal,party,skinny top,viscose,yellow,none
triangle,tan,teenagers,female,normal,normal,party,short skirt,viscose,green,none
apple,tan,young,female,normal,normal,party,t-shirt,viscose,gold,none
hourglass,fair,adults,female,tall,normal,party,pants,viscose,black,none
hourglass,medium,teenagers,female,tall,normal,party,button-down blouse(short sleeve),viscose,gold,floral
hourglass,olive,young,female,tall,normal,party,button-down blouse(long sleeve),cotton,sliver,none
hourglass,tan,adults,female,tall,normal,party,button-up blouse(short sleeve),silk,red and white,dot/polka dot
inverted triangle,fair,teenagers,female,tall,normal,party,button-up blouse(long sleeve),viscose,blue,floral
inverted triangle,medium,young,female,tall,normal,party,saree(short sleeve saree blouse),cotton,gold,none
inverted triangle,olive,adults,female,tall,normal,party,saree(long sleeve saree blouse),silk,sliver,batik
inverted triangle,tan,teenagers,female,tall,normal,party,jumpsuit(long sleeve),viscose,green,none
rectangle,fair,young,female,tall,normal,party,jumpsuit(short sleeve),cotton,blue,none
rectangle,medium,adults,female,tall,normal,party,jumpsuit(long sleeve),viscose,red,none
rectangle,olive,teenagers,female,tall,normal,party,jumpsuit(short sleeve),cotton,yellow,none
rectangle,tan,young,female,tall,normal,party,jumpsuit(long sleeve),viscose,green,none
triangle,fair,adults,female,tall,normal,party,jumpsuit(short sleeve),cotton,blue,none
triangle,medium,teenagers,female,tall,normal,party,jumpsuit(long sleeve),viscose,red ,none
triangle,olive,young,female,tall,normal,party,jumpsuit(short sleeve),cotton,yellow,none
triangle,tan,adults,female,tall,normal,formal,blazer,linens,black,none
apple,fair,teenagers,female,tall,normal,formal,trousers,linens,brown,none
apple,medium,young,female,tall,normal,formal,short skirt,linens,white,none
apple,olive,adults,female,tall,normal,formal,long skirt,linens,green,none
apple,tan,teenagers,female,tall,normal,formal,button-up blouse(long sleeve),linens,blue,none
hourglass,fair,young,female,tall,normal,formal,button-up blouse(short sleeve),linens,red,none
inverted triangle,fair,adults,female,tall,normal,formal,button-down blouse(long sleeve),linens,yellow,none
rectangle,fair,teenagers,female,tall,normal,formal,button-down blouse(short sleeve),linens,green,none
triangle,fair,young,female,tall,normal,formal,short dress(short sleeve),silk,black,none
apple,fair,adults,female,tall,normal,formal,short dress(long sleeve),silk,brown,none
hourglass,medium,teenagers,female,tall,normal,formal,long dress(short sleeve),silk,white,none
inverted triangle,medium,young,female,tall,normal,formal,long dress(long sleeve),silk,green,none
rectangle,medium,adults,female,tall,normal,formal,saree,silk,blue,none
triangle,medium,teenagers,female,tall,normal,formal,saree,cotton,red and white,batik
apple,medium,young,female,tall,normal,formal,saree,polyester,yellow and white,batik
hourglass,olive,adults,female,tall,normal,formal,saree,silk,green and blue,floral
inverted triangle,olive,teenagers,female,tall,normal,formal,short dress(short sleeve),viscose,black and red,floral
rectangle,olive,young,female,tall,normal,formal,short dress(long sleeve),viscose,brown and brown,dot/polka dot
triangle,olive,adults,female,tall,normal,formal,long dress(short sleeve),viscose,white and green,paisley
apple,olive,teenagers,female,tall,normal,formal,long dress(long sleeve),viscose,green and yellow,floral
hourglass,tan,young,female,tall,normal,formal,short dress(short sleeve),silk,blue and yellow,dot/polka dot
inverted triangle,tan,adults,female,tall,normal,formal,short dress(long sleeve),silk,red,paisley
rectangle,tan,teenagers,female,tall,normal,formal,long dress(short sleeve),silk,yellow and white,floral
triangle,tan,young,female,tall,normal,formal,long dress(long sleeve),silk,green and brown,dot/polka dot
apple,tan,adults,female,tall,normal,casual,jeans,denim,black,none
hourglass,fair,teenagers,female,tall,fat,casual,t-shirt,viscose,brown,none
hourglass,medium,young,female,tall,fat,casual,skinny top,cotton,white and green,floral
hourglass,olive,adults,female,tall,fat,casual,casual blouse,silk,green,floral
hourglass,tan,teenagers,female,tall,fat,casual,short trouser,viscose,blue,none
inverted triangle,fair,young,female,tall,fat,casual,short skirt,viscose,red and white,floral
inverted triangle,medium,adults,female,tall,fat,casual,short dress(short sleeve),viscose,yellow and red,floral
inverted triangle,olive,teenagers,female,tall,fat,casual,short dress(long sleeve),cotton,green and brown,dot/polka dot
inverted triangle,tan,young,female,tall,fat,casual,long dress(short sleeve),silk,black and yellow,floral
rectangle,fair,adults,female,tall,fat,casual,long dress(long sleeve),silk,brown and green,dot/polka dot
rectangle,medium,teenagers,female,tall,fat,casual,jeans,viscose,white,none
rectangle,olive,young,female,tall,fat,casual,t-shirt,cotton,green,none
rectangle,tan,adults,female,tall,fat,casual,skinny top,viscose,blue,none
triangle,fair,teenagers,female,tall,fat,casual,casual blouse,viscose,red and white,dot/polka dot
triangle,medium,young,female,tall,fat,casual,casual blouse,cotton,yellow and brown,paisley
triangle,olive,adults,female,tall,fat,casual,casual blouse,viscose,green and white,floral
triangle,tan,teenagers,female,tall,fat,sport,t-shirt,cotton,black,none
apple,fair,young,female,tall,fat,sport,jeans,cotton,black,none
apple,medium,adults,female,tall,fat,sport,short jeans,cotton,brown,none
apple,olive,teenagers,female,tall,fat,sport,sports bra,viscose,black,none
apple,tan,young,female,tall,fat,sport,leggings,cotton,brown,none
hourglass,fair,adults,female,tall,fat,party,short dress(short sleeve),viscose,sliver,none
inverted triangle,fair,teenagers,female,tall,fat,party,short dress(long sleeve),cotton,green,none
rectangle,fair,young,female,tall,fat,party,long dress(short sleeve),silk,blue,none
triangle,fair,adults,female,tall,fat,party,long dress(long sleeve),silk,red,none
apple,fair,teenagers,female,tall,fat,party,skinny top,viscose,yellow,none
hourglass,medium,young,female,tall,fat,party,short skirt,viscose,green,none
inverted triangle,medium,adults,female,tall,fat,party,t-shirt,viscose,gold,none
rectangle,medium,teenagers,female,tall,fat,party,pants,viscose,black,none
triangle,medium,young,female,tall,fat,party,button-down blouse(short sleeve),viscose,gold,floral
apple,medium,adults,female,tall,fat,party,button-down blouse(long sleeve),cotton,sliver,none
hourglass,olive,teenagers,female,tall,fat,party,button-up blouse(short sleeve),silk,red and white,dot/polka dot
inverted triangle,olive,young,female,tall,fat,party,button-up blouse(long sleeve),viscose,blue,floral
rectangle,olive,adults,female,tall,fat,party,saree(short sleeve saree blouse),cotton,gold,none
triangle,olive,teenagers,female,tall,fat,party,saree(long sleeve saree blouse),silk,sliver,batik
apple,olive,young,female,tall,fat,party,jumpsuit(long sleeve),viscose,green,none
hourglass,tan,adults,female,tall,fat,party,jumpsuit(short sleeve),cotton,blue,none
inverted triangle,tan,teenagers,female,tall,fat,party,jumpsuit(long sleeve),viscose,red,none
rectangle,tan,young,female,tall,fat,party,jumpsuit(short sleeve),cotton,yellow,none
triangle,tan,adults,female,tall,fat,party,jumpsuit(long sleeve),viscose,green,none
apple,tan,teenagers,female,tall,fat,party,jumpsuit(short sleeve),cotton,blue,none
hourglass,fair,teenagers,female,short,thin,party,jumpsuit(long sleeve),viscose,red ,none
hourglass,medium,young,female,short,thin,party,jumpsuit(short sleeve),cotton,yellow,none
